State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound
29,223,MO,Wayne County,2157.00,1677.00,2637.00,20.00,15.60,24.40
29,225,MO,Webster County,5857.00,4744.00,6970.00,15.00,12.10,17.90
29,227,MO,Worth County,271.00,205.00,337.00,14.00,10.60,17.40
29,229,MO,Wright County,3636.00,2895.00,4377.00,19.80,15.80,23.80
29,510,MO,St. Louis city,60908.00,53950.00,67866.00,21.50,19.00,24.00
30,0,MT,Montana,129910.00,124852.00,134968.00,12.00,11.50,12.50
30,1,MT,Beaverhead County,1158.00,885.00,1431.00,12.70,9.70,15.70
30,3,MT,Big Horn County,3293.00,2662.00,3924.00,25.70,20.80,30.60
30,5,MT,Blaine County,1302.00,978.00,1626.00,18.90,14.20,23.60
30,7,MT,Broadwater County,620.00,464.00,776.00,8.60,6.40,10.80
30,9,MT,Carbon County,998.00,747.00,1249.00,9.20,6.90,11.50
30,11,MT,Carter County,185.00,137.00,233.00,13.10,9.70,16.50
30,13,MT,Cascade County,10709.00,8954.00,12464.00,13.00,10.90,15.10
30,15,MT,Chouteau County,843.00,636.00,1050.00,14.40,10.90,17.90
30,17,MT,Custer County,1513.00,1207.00,1819.00,13.20,10.50,15.90
30,19,MT,Daniels County,184.00,140.00,228.00,11.20,8.50,13.90
30,21,MT,Dawson County,940.00,690.00,1190.00,11.20,8.20,14.20
30,23,MT,Deer Lodge County,1292.00,1017.00,1567.00,14.60,11.50,17.70
30,25,MT,Fallon County,266.00,199.00,333.00,8.90,6.70,11.10
30,27,MT,Fergus County,1359.00,1033.00,1685.00,12.00,9.10,14.90
30,29,MT,Flathead County,10183.00,8074.00,12292.00,9.50,7.50,11.50
30,31,MT,Gallatin County,10517.00,8933.00,12101.00,8.80,7.50,10.10
30,33,MT,Garfield County,179.00,135.00,223.00,14.80,11.10,18.50
30,35,MT,Glacier County,3331.00,2646.00,4016.00,24.60,19.50,29.70
30,37,MT,Golden Valley County,134.00,100.00,168.00,16.60,12.40,20.80
30,39,MT,Granite County,389.00,293.00,485.00,11.70,8.80,14.60
30,41,MT,Hill County,2670.00,2118.00,3222.00,16.90,13.40,20.40
30,43,MT,Jefferson County,913.00,683.00,1143.00,7.40,5.50,9.30
30,45,MT,Judith Basin County,308.00,232.00,384.00,15.10,11.40,18.80
30,47,MT,Lake County,5450.00,4516.00,6384.00,17.20,14.30,20.10
30,49,MT,Lewis and Clark County,6389.00,4976.00,7802.00,9.00,7.00,11.00
30,51,MT,Liberty County,303.00,228.00,378.00,16.10,12.10,20.10
30,53,MT,Lincoln County,3409.00,2641.00,4177.00,16.80,13.00,20.60
30,55,MT,McCone County,236.00,175.00,297.00,13.90,10.30,17.50
30,57,MT,Madison County,808.00,611.00,1005.00,9.10,6.90,11.30
30,59,MT,Meagher County,292.00,218.00,366.00,15.30,11.40,19.20
30,61,MT,Mineral County,683.00,520.00,846.00,14.20,10.80,17.60
30,63,MT,Missoula County,15043.00,12906.00,17180.00,12.90,11.10,14.70
30,65,MT,Musselshell County,766.00,587.00,945.00,15.80,12.10,19.50
30,67,MT,Park County,1717.00,1319.00,2115.00,9.90,7.60,12.20
30,69,MT,Petroleum County,67.00,50.00,84.00,12.90,9.60,16.20
30,71,MT,Phillips County,600.00,439.00,761.00,14.50,10.60,18.40
30,73,MT,Pondera County,990.00,760.00,1220.00,17.00,13.10,20.90
30,75,MT,Powder River County,184.00,141.00,227.00,11.10,8.50,13.70
30,77,MT,Powell County,891.00,654.00,1128.00,16.90,12.40,21.40
30,79,MT,Prairie County,146.00,112.00,180.00,13.70,10.50,16.90
30,81,MT,Ravalli County,4323.00,3207.00,5439.00,9.50,7.10,11.90
30,83,MT,Richland County,1022.00,775.00,1269.00,9.10,6.90,11.30
30,85,MT,Roosevelt County,2692.00,2141.00,3243.00,25.30,20.10,30.50
30,87,MT,Rosebud County,1419.00,1113.00,1725.00,17.60,13.80,21.40
30,89,MT,Sanders County,1883.00,1439.00,2327.00,14.70,11.20,18.20
30,91,MT,Sheridan County,409.00,311.00,507.00,11.80,9.00,14.60
30,93,MT,Silver Bow County,4471.00,3444.00,5498.00,13.00,10.00,16.00
30,95,MT,Stillwater County,731.00,554.00,908.00,8.10,6.10,10.10
30,97,MT,Sweet Grass County,356.00,266.00,446.00,9.70,7.30,12.10
30,99,MT,Teton County,765.00,577.00,953.00,12.50,9.40,15.60
30,101,MT,Toole County,641.00,469.00,813.00,14.60,10.70,18.50
30,103,MT,Treasure County,93.00,70.00,116.00,12.10,9.10,15.10
30,105,MT,Valley County,877.00,664.00,1090.00,11.80,8.90,14.70
30,107,MT,Wheatland County,346.00,259.00,433.00,17.20,12.90,21.50
30,109,MT,Wibaux County,101.00,75.00,127.00,11.10,8.30,13.90
30,111,MT,Yellowstone County,18523.00,15935.00,21111.00,11.30,9.70,12.90
31,0,NE,Nebraska,201627.00,194607.00,208647.00,10.50,10.10,10.90
31,1,NE,Adams County,3501.00,2879.00,4123.00,11.70,9.60,13.80
31,3,NE,Antelope County,625.00,466.00,784.00,10.00,7.50,12.50
31,5,NE,Arthur County,57.00,43.00,71.00,13.00,9.70,16.30
31,7,NE,Banner County,71.00,53.00,89.00,10.30,7.70,12.90
31,9,NE,Blaine County,63.00,48.00,78.00,13.70,10.30,17.10
31,11,NE,Boone County,506.00,392.00,620.00,9.60,7.40,11.80
31,13,NE,Box Butte County,1176.00,904.00,1448.00,11.20,8.60,13.80
31,15,NE,Boyd County,248.00,190.00,306.00,14.10,10.80,17.40
31,17,NE,Brown County,315.00,237.00,393.00,10.90,8.20,13.60
31,19,NE,Buffalo County,5163.00,4258.00,6068.00,10.70,8.80,12.60
31,21,NE,Burt County,661.00,509.00,813.00,10.00,7.70,12.30
31,23,NE,Butler County,686.00,535.00,837.00,8.30,6.50,10.10
31,25,NE,Cass County,1708.00,1351.00,2065.00,6.40,5.10,7.70
31,27,NE,Cedar County,652.00,491.00,813.00,7.90,5.90,9.90
31,29,NE,Chase County,330.00,249.00,411.00,8.80,6.60,11.00
31,31,NE,Cherry County,601.00,452.00,750.00,11.10,8.30,13.90
31,33,NE,Cheyenne County,1127.00,877.00,1377.00,11.90,9.30,14.50
31,35,NE,Clay County,595.00,464.00,726.00,9.90,7.70,12.10
31,37,NE,Colfax County,861.00,633.00,1089.00,8.30,6.10,10.50
31,39,NE,Cuming County,758.00,576.00,940.00,8.50,6.50,10.50
31,41,NE,Custer County,1100.00,838.00,1362.00,10.60,8.10,13.10
31,43,NE,Dakota County,2181.00,1635.00,2727.00,10.40,7.80,13.00
31,45,NE,Dawes County,1144.00,865.00,1423.00,15.30,11.60,19.00
31,47,NE,Dawson County,2528.00,2006.00,3050.00,10.70,8.50,12.90
31,49,NE,Deuel County,207.00,157.00,257.00,11.10,8.40,13.80
31,51,NE,Dixon County,438.00,333.00,543.00,8.00,6.10,9.90
31,53,NE,Dodge County,3817.00,3102.00,4532.00,10.60,8.60,12.60
31,55,NE,Douglas County,67277.00,62101.00,72453.00,11.70,10.80,12.60
31,57,NE,Dundy County,225.00,174.00,276.00,13.90,10.80,17.00
31,59,NE,Fillmore County,478.00,369.00,587.00,8.90,6.90,10.90
31,61,NE,Franklin County,375.00,293.00,457.00,13.00,10.20,15.80
31,63,NE,Frontier County,293.00,220.00,366.00,12.00,9.00,15.00
31,65,NE,Furnas County,540.00,416.00,664.00,11.90,9.20,14.60
31,67,NE,Gage County,2556.00,2103.00,3009.00,12.00,9.90,14.10
31,69,NE,Garden County,274.00,206.00,342.00,15.00,11.30,18.70
31,71,NE,Garfield County,203.00,153.00,253.00,11.30,8.50,14.10
31,73,NE,Gosper County,155.00,118.00,192.00,8.60,6.50,10.70
31,75,NE,Grant County,58.00,44.00,72.00,10.00,7.50,12.50
31,77,NE,Greeley County,277.00,221.00,333.00,13.00,10.40,15.60
31,79,NE,Hall County,7341.00,6031.00,8651.00,12.00,9.90,14.10
31,81,NE,Hamilton County,618.00,457.00,779.00,6.70,5.00,8.40
31,83,NE,Harlan County,296.00,222.00,370.00,9.70,7.30,12.10
31,85,NE,Hayes County,118.00,89.00,147.00,14.00,10.50,17.50
31,87,NE,Hitchcock County,339.00,256.00,422.00,13.20,10.00,16.40
31,89,NE,Holt County,1081.00,824.00,1338.00,10.90,8.30,13.50
31,91,NE,Hooker County,50.00,37.00,63.00,7.00,5.20,8.80
31,93,NE,Howard County,525.00,379.00,671.00,8.10,5.80,10.40
31,95,NE,Jefferson County,686.00,516.00,856.00,9.70,7.30,12.10
31,97,NE,Johnson County,564.00,419.00,709.00,13.30,9.90,16.70
31,99,NE,Kearney County,509.00,383.00,635.00,7.70,5.80,9.60
31,101,NE,Keith County,951.00,735.00,1167.00,11.60,9.00,14.20
31,103,NE,Keya Paha County,152.00,114.00,190.00,19.30,14.40,24.20
31,105,NE,Kimball County,401.00,302.00,500.00,11.90,8.90,14.90
31,107,NE,Knox County,1009.00,785.00,1233.00,12.30,9.60,15.00
31,109,NE,Lancaster County,37132.00,33078.00,41186.00,12.00,10.70,13.30
31,111,NE,Lincoln County,3729.00,2972.00,4486.00,11.10,8.80,13.40
31,113,NE,Logan County,68.00,52.00,84.00,9.90,7.50,12.30
31,115,NE,Loup County,94.00,70.00,118.00,15.60,11.70,19.50
31,117,NE,McPherson County,43.00,32.00,54.00,11.40,8.50,14.30
31,119,NE,Madison County,3316.00,2530.00,4102.00,9.70,7.40,12.00
31,121,NE,Merrick County,678.00,513.00,843.00,9.00,6.80,11.20
31,123,NE,Morrill County,610.00,460.00,760.00,13.50,10.20,16.80
31,125,NE,Nance County,348.00,268.00,428.00,10.50,8.10,12.90
31,127,NE,Nemaha County,754.00,573.00,935.00,11.50,8.80,14.20
31,129,NE,Nuckolls County,398.00,297.00,499.00,9.90,7.40,12.40
31,131,NE,Otoe County,1458.00,1144.00,1772.00,9.30,7.30,11.30
31,133,NE,Pawnee County,312.00,238.00,386.00,12.40,9.50,15.30
31,135,NE,Perkins County,264.00,197.00,331.00,9.40,7.00,11.80
31,137,NE,Phelps County,768.00,580.00,956.00,8.80,6.60,11.00
31,139,NE,Pierce County,726.00,573.00,879.00,10.10,8.00,12.20
31,141,NE,Platte County,2619.00,2005.00,3233.00,7.80,6.00,9.60
31,143,NE,Polk County,338.00,250.00,426.00,6.60,4.90,8.30
31,145,NE,Red Willow County,1120.00,861.00,1379.00,10.90,8.40,13.40
31,147,NE,Richardson County,866.00,650.00,1082.00,11.40,8.60,14.20
31,149,NE,Rock County,175.00,133.00,217.00,14.00,10.70,17.30
31,151,NE,Saline County,1343.00,1053.00,1633.00,10.10,7.90,12.30
31,153,NE,Sarpy County,10533.00,8678.00,12388.00,5.50,4.50,6.50
31,155,NE,Saunders County,1626.00,1276.00,1976.00,7.30,5.70,8.90
31,157,NE,Scotts Bluff County,4773.00,3756.00,5790.00,13.60,10.70,16.50
31,159,NE,Seward County,1281.00,1028.00,1534.00,7.80,6.30,9.30
31,161,NE,Sheridan County,664.00,496.00,832.00,13.30,9.90,16.70
31,163,NE,Sherman County,323.00,243.00,403.00,11.10,8.40,13.80
31,165,NE,Sioux County,177.00,134.00,220.00,15.50,11.80,19.20
31,167,NE,Stanton County,412.00,311.00,513.00,7.10,5.40,8.80
31,169,NE,Thayer County,431.00,317.00,545.00,8.90,6.60,11.20
31,171,NE,Thomas County,79.00,59.00,99.00,11.80,8.80,14.80
31,173,NE,Thurston County,1247.00,943.00,1551.00,19.00,14.40,23.60
31,175,NE,Valley County,462.00,346.00,578.00,11.40,8.50,14.30
31,177,NE,Washington County,1303.00,1008.00,1598.00,6.30,4.90,7.70
31,179,NE,Wayne County,1081.00,847.00,1315.00,12.50,9.80,15.20
31,181,NE,Webster County,376.00,286.00,466.00,11.40,8.70,14.10
31,183,NE,Wheeler County,89.00,66.00,112.00,11.20,8.30,14.10
31,185,NE,York County,1143.00,847.00,1439.00,8.50,6.30,10.70
32,0,NV,Nevada,433095.00,420882.00,445308.00,14.00,13.60,14.40
32,1,NV,Churchill County,2636.00,2041.00,3231.00,10.40,8.10,12.70
32,3,NV,Clark County,341367.00,328518.00,354216.00,15.10,14.50,15.70
32,5,NV,Douglas County,3991.00,3206.00,4776.00,8.00,6.40,9.60
32,7,NV,Elko County,5156.00,4142.00,6170.00,9.70,7.80,11.60
32,9,NV,Esmeralda County,108.00,81.00,135.00,14.50,10.90,18.10
32,11,NV,Eureka County,190.00,143.00,237.00,10.00,7.50,12.50
32,13,NV,Humboldt County,1856.00,1443.00,2269.00,10.60,8.20,13.00
32,15,NV,Lander County,636.00,482.00,790.00,11.00,8.30,13.70
32,17,NV,Lincoln County,604.00,459.00,749.00,13.90,10.60,17.20
32,19,NV,Lyon County,5682.00,4496.00,6868.00,9.40,7.40,11.40
32,21,NV,Mineral County,791.00,618.00,964.00,17.50,13.70,21.30
32,23,NV,Nye County,7809.00,6329.00,9289.00,14.90,12.10,17.70
32,27,NV,Pershing County,919.00,690.00,1148.00,18.30,13.70,22.90
32,29,NV,Storey County,290.00,221.00,359.00,7.00,5.30,8.70
32,31,NV,Washoe County,53423.00,47840.00,59006.00,11.00,9.90,12.10
32,33,NV,White Pine County,1042.00,787.00,1297.00,12.80,9.70,15.90
32,510,NV,Carson City,6597.00,5237.00,7957.00,11.80,9.40,14.20
33,0,NH,New Hampshire,99562.00,94623.00,104501.00,7.40,7.00,7.80
33,1,NH,Belknap County,4840.00,3771.00,5909.00,7.60,5.90,9.30
33,3,NH,Carroll County,4039.00,3077.00,5001.00,7.90,6.00,9.80
33,5,NH,Cheshire County,7283.00,5952.00,8614.00,9.90,8.10,11.70
33,7,NH,Coos County,3650.00,2795.00,4505.00,12.50,9.60,15.40
33,9,NH,Grafton County,7288.00,5894.00,8682.00,8.60,7.00,10.20
33,11,NH,Hillsborough County,30217.00,26538.00,33896.00,7.30,6.40,8.20
33,13,NH,Merrimack County,12908.00,10951.00,14865.00,8.70,7.40,10.00
33,15,NH,Rockingham County,14449.00,11914.00,16984.00,4.60,3.80,5.40
33,17,NH,Strafford County,10959.00,8974.00,12944.00,8.90,7.30,10.50
33,19,NH,Sullivan County,3930.00,3061.00,4799.00,9.10,7.10,11.10
34,0,NJ,New Jersey,925852.00,905573.00,946131.00,10.20,10.00,10.40
34,1,NJ,Atlantic County,40786.00,36877.00,44695.00,15.10,13.60,16.60
34,3,NJ,Bergen County,70847.00,62191.00,79503.00,7.50,6.60,8.40
34,5,NJ,Burlington County,34379.00,29993.00,38765.00,7.60,6.60,8.60
34,7,NJ,Camden County,62053.00,54803.00,69303.00,12.00,10.60,13.40
34,9,NJ,Cape May County,8437.00,6492.00,10382.00,9.00,6.90,11.10
34,11,NJ,Cumberland County,20814.00,16910.00,24718.00,14.40,11.70,17.10
34,13,NJ,Essex County,126387.00,115439.00,137335.00,15.10,13.80,16.40
34,15,NJ,Gloucester County,23243.00,20118.00,26368.00,7.70,6.70,8.70
34,17,NJ,Hudson County,109996.00,100353.00,119639.00,15.90,14.50,17.30
34,19,NJ,Hunterdon County,5115.00,3982.00,6248.00,4.10,3.20,5.00
34,21,NJ,Mercer County,38024.00,32712.00,43336.00,10.40,8.90,11.90
34,23,NJ,Middlesex County,67146.00,60095.00,74197.00,8.00,7.20,8.80
34,25,NJ,Monmouth County,47491.00,41269.00,53713.00,7.40,6.40,8.40
34,27,NJ,Morris County,28395.00,23974.00,32816.00,5.60,4.70,6.50
34,29,NJ,Ocean County,73139.00,64858.00,81420.00,11.40,10.10,12.70
34,31,NJ,Passaic County,71951.00,64696.00,79206.00,14.10,12.70,15.50
34,33,NJ,Salem County,7684.00,6389.00,8979.00,12.00,10.00,14.00
34,35,NJ,Somerset County,18705.00,15390.00,22020.00,5.50,4.50,6.50
34,37,NJ,Sussex County,8765.00,7189.00,10341.00,6.10,5.00,7.20
34,39,NJ,Union County,52354.00,45565.00,59143.00,9.30,8.10,10.50
34,41,NJ,Warren County,10140.00,8657.00,11623.00,9.30,7.90,10.70
35,0,NM,New Mexico,367050.00,354401.00,379699.00,17.70,17.10,18.30
35,1,NM,Bernalillo County,100775.00,91904.00,109646.00,15.20,13.90,16.50
35,3,NM,Catron County,737.00,545.00,929.00,19.80,14.60,25.00
35,5,NM,Chaves County,17372.00,15389.00,19355.00,27.60,24.50,30.70
35,6,NM,Cibola County,6514.00,5010.00,8018.00,26.40,20.30,32.50
35,7,NM,Colfax County,2245.00,1750.00,2740.00,18.80,14.70,22.90
35,9,NM,Curry County,8797.00,7055.00,10539.00,18.90,15.20,22.60
35,11,NM,DeBaca County,327.00,252.00,402.00,19.60,15.10,24.10
35,13,NM,Dona Ana County,41993.00,35865.00,48121.00,19.30,16.50,22.10
35,15,NM,Eddy County,8329.00,6238.00,10420.00,13.80,10.30,17.30
35,17,NM,Grant County,5090.00,3872.00,6308.00,18.60,14.10,23.10
35,19,NM,Guadalupe County,999.00,773.00,1225.00,25.80,20.00,31.60
35,21,NM,Harding County,111.00,84.00,138.00,17.40,13.10,21.70
35,23,NM,Hidalgo County,964.00,728.00,1200.00,24.10,18.20,30.00
35,25,NM,Lea County,13332.00,10974.00,15690.00,18.80,15.50,22.10
35,27,NM,Lincoln County,3723.00,2947.00,4499.00,18.40,14.60,22.20
35,28,NM,Los Alamos County,719.00,539.00,899.00,3.70,2.80,4.60
35,29,NM,Luna County,6882.00,5494.00,8270.00,27.60,22.00,33.20
35,31,NM,McKinley County,21535.00,18747.00,24323.00,30.30,26.40,34.20
35,33,NM,Mora County,916.00,689.00,1143.00,21.90,16.50,27.30
35,35,NM,Otero County,13201.00,10831.00,15571.00,19.90,16.30,23.50
35,37,NM,Quay County,1918.00,1474.00,2362.00,22.30,17.10,27.50
35,39,NM,Rio Arriba County,8138.00,6565.00,9711.00,20.40,16.50,24.30
35,41,NM,Roosevelt County,3775.00,2999.00,4551.00,21.10,16.80,25.40
35,43,NM,Sandoval County,14144.00,11176.00,17112.00,9.40,7.40,11.40
35,45,NM,San Juan County,29043.00,25930.00,32156.00,24.30,21.70,26.90
35,47,NM,San Miguel County,5597.00,4185.00,7009.00,21.40,16.00,26.80
35,49,NM,Santa Fe County,18790.00,15483.00,22097.00,12.30,10.10,14.50
35,51,NM,Sierra County,3001.00,2395.00,3607.00,26.70,21.30,32.10
35,53,NM,Socorro County,3504.00,2587.00,4421.00,22.20,16.40,28.00
35,55,NM,Taos County,6387.00,4916.00,7858.00,18.60,14.30,22.90
35,57,NM,Torrance County,3334.00,2555.00,4113.00,22.70,17.40,28.00
35,59,NM,Union County,670.00,502.00,838.00,19.50,14.60,24.40
35,61,NM,Valencia County,14188.00,11609.00,16767.00,18.80,15.40,22.20
36,0,NY,New York,2703053.00,2668539.00,2737567.00,14.00,13.80,14.20
36,1,NY,Albany County,35631.00,31033.00,40229.00,11.90,10.40,13.40
36,3,NY,Allegany County,6110.00,4930.00,7290.00,14.60,11.80,17.40
36,5,NY,Bronx County,366448.00,346943.00,385953.00,26.40,25.00,27.80
36,7,NY,Broome County,26337.00,22025.00,30649.00,14.10,11.80,16.40
36,9,NY,Cattaraugus County,11919.00,10241.00,13597.00,16.10,13.80,18.40
36,11,NY,Cayuga County,10696.00,9143.00,12249.00,14.80,12.60,17.00
36,13,NY,Chautauqua County,20925.00,18299.00,23551.00,17.20,15.00,19.40
36,15,NY,Chemung County,11843.00,9964.00,13722.00,14.90,12.50,17.30
36,17,NY,Chenango County,6086.00,4841.00,7331.00,13.30,10.60,16.00
36,19,NY,Clinton County,11090.00,9261.00,12919.00,15.10,12.60,17.60
36,21,NY,Columbia County,6333.00,5140.00,7526.00,10.50,8.50,12.50
36,23,NY,Cortland County,4710.00,3570.00,5850.00,11.00,8.30,13.70
36,25,NY,Delaware County,6757.00,5675.00,7839.00,15.90,13.30,18.50
36,27,NY,Dutchess County,27106.00,22897.00,31315.00,9.70,8.20,11.20
36,29,NY,Erie County,126486.00,116330.00,136642.00,13.70,12.60,14.80
36,31,NY,Essex County,4022.00,3183.00,4861.00,11.30,8.90,13.70
36,33,NY,Franklin County,7042.00,5792.00,8292.00,16.70,13.70,19.70
36,35,NY,Fulton County,7078.00,5580.00,8576.00,13.60,10.70,16.50
36,37,NY,Genesee County,5349.00,4342.00,6356.00,9.60,7.80,11.40
36,39,NY,Greene County,5354.00,4098.00,6610.00,11.70,8.90,14.50
36,41,NY,Hamilton County,491.00,373.00,609.00,9.60,7.30,11.90
36,43,NY,Herkimer County,7806.00,6279.00,9333.00,13.30,10.70,15.90
36,45,NY,Jefferson County,13592.00,10970.00,16214.00,12.40,10.00,14.80
36,47,NY,Kings County,501895.00,476582.00,527208.00,19.20,18.20,20.20
36,49,NY,Lewis County,3312.00,2616.00,4008.00,12.60,10.00,15.20
36,51,NY,Livingston County,6734.00,5526.00,7942.00,12.00,9.80,14.20
36,53,NY,Madison County,6594.00,5345.00,7843.00,10.40,8.40,12.40
36,55,NY,Monroe County,96950.00,89278.00,104622.00,13.30,12.30,14.30
36,57,NY,Montgomery County,7313.00,6101.00,8525.00,15.00,12.50,17.50
36,59,NY,Nassau County,83489.00,72582.00,94396.00,6.10,5.30,6.90
36,61,NY,New York County,264938.00,247058.00,282818.00,17.40,16.20,18.60
36,63,NY,Niagara County,27106.00,23466.00,30746.00,13.00,11.30,14.70
36,65,NY,Oneida County,30993.00,27457.00,34529.00,14.20,12.60,15.80
36,67,NY,Onondaga County,64695.00,58958.00,70432.00,14.20,12.90,15.50
36,69,NY,Ontario County,8524.00,6853.00,10195.00,7.80,6.30,9.30
36,71,NY,Orange County,47939.00,41550.00,54328.00,12.20,10.60,13.80
36,73,NY,Orleans County,6113.00,5174.00,7052.00,16.10,13.60,18.60
36,75,NY,Oswego County,17710.00,15287.00,20133.00,15.70,13.60,17.80
36,77,NY,Otsego County,7367.00,5860.00,8874.00,13.80,11.00,16.60
36,79,NY,Putnam County,6398.00,5236.00,7560.00,6.60,5.40,7.80
36,81,NY,Queens County,312866.00,291769.00,333963.00,13.60,12.70,14.50
36,83,NY,Rensselaer County,19087.00,16778.00,21396.00,12.30,10.80,13.80
36,85,NY,Richmond County,57909.00,50324.00,65494.00,11.90,10.30,13.50
36,87,NY,Rockland County,50989.00,45295.00,56683.00,15.20,13.50,16.90
36,89,NY,St. Lawrence County,14680.00,12027.00,17333.00,15.00,12.30,17.70
36,91,NY,Saratoga County,18123.00,15561.00,20685.00,7.70,6.60,8.80
36,93,NY,Schenectady County,19944.00,16731.00,23157.00,12.90,10.80,15.00
36,95,NY,Schoharie County,3700.00,2993.00,4407.00,12.90,10.40,15.40
36,97,NY,Schuyler County,2394.00,1932.00,2856.00,13.60,11.00,16.20
36,99,NY,Seneca County,4194.00,3332.00,5056.00,13.40,10.60,16.20
36,101,NY,Steuben County,12570.00,10616.00,14524.00,13.70,11.60,15.80
36,103,NY,Suffolk County,95569.00,84270.00,106868.00,6.40,5.60,7.20
36,105,NY,Sullivan County,13224.00,10834.00,15614.00,17.10,14.00,20.20
36,107,NY,Tioga County,5569.00,4621.00,6517.00,11.70,9.70,13.70
36,109,NY,Tompkins County,14936.00,12778.00,17094.00,16.20,13.90,18.50
36,111,NY,Ulster County,19822.00,16578.00,23066.00,11.30,9.50,13.10
36,113,NY,Warren County,6601.00,5266.00,7936.00,10.20,8.10,12.30
36,115,NY,Washington County,7120.00,5757.00,8483.00,12.30,9.90,14.70
36,117,NY,Wayne County,8981.00,7337.00,10625.00,10.00,8.20,11.80
36,119,NY,Westchester County,91529.00,81011.00,102047.00,9.40,8.30,10.50
36,121,NY,Wyoming County,3483.00,2674.00,4292.00,9.40,7.20,11.60
36,123,NY,Yates County,2482.00,1864.00,3100.00,10.60,8.00,13.20
37,0,NC,North Carolina,1383626.00,1357735.00,1409517.00,13.50,13.20,13.80
37,1,NC,Alamance County,20916.00,17123.00,24709.00,12.50,10.20,14.80
37,3,NC,Alexander County,4443.00,3462.00,5424.00,12.60,9.80,15.40
37,5,NC,Alleghany County,1952.00,1553.00,2351.00,17.80,14.20,21.40
37,7,NC,Anson County,4414.00,3494.00,5334.00,21.20,16.80,25.60
37,9,NC,Ashe County,3768.00,2909.00,4627.00,14.20,11.00,17.40
37,11,NC,Avery County,2630.00,2013.00,3247.00,17.00,13.00,21.00
37,13,NC,Beaufort County,8863.00,7340.00,10386.00,20.10,16.60,23.60
37,15,NC,Bertie County,3345.00,2526.00,4164.00,20.70,15.60,25.80
37,17,NC,Bladen County,6342.00,5182.00,7502.00,21.60,17.60,25.60
37,19,NC,Brunswick County,13997.00,11393.00,16601.00,9.80,8.00,11.60
37,21,NC,Buncombe County,30954.00,25939.00,35969.00,11.70,9.80,13.60
37,23,NC,Burke County,12185.00,10009.00,14361.00,14.30,11.70,16.90
37,25,NC,Cabarrus County,21467.00,17840.00,25094.00,9.40,7.80,11.00
37,27,NC,Caldwell County,11804.00,9694.00,13914.00,14.80,12.10,17.50
37,29,NC,Camden County,868.00,667.00,1069.00,8.00,6.10,9.90
37,31,NC,Carteret County,7997.00,6468.00,9526.00,11.80,9.50,14.10
37,33,NC,Caswell County,4463.00,3693.00,5233.00,20.70,17.10,24.30
37,35,NC,Catawba County,21477.00,18513.00,24441.00,13.50,11.60,15.40
37,37,NC,Chatham County,9444.00,8316.00,10572.00,12.20,10.70,13.70
37,39,NC,Cherokee County,4012.00,3018.00,5006.00,13.90,10.50,17.30
37,41,NC,Chowan County,2376.00,1843.00,2909.00,17.60,13.70,21.50
37,43,NC,Clay County,1548.00,1196.00,1900.00,13.80,10.70,16.90
37,45,NC,Cleveland County,17757.00,15321.00,20193.00,18.00,15.50,20.50
37,47,NC,Columbus County,11160.00,9221.00,13099.00,23.40,19.30,27.50
37,49,NC,Craven County,12150.00,9740.00,14560.00,12.60,10.10,15.10
37,51,NC,Cumberland County,50499.00,45783.00,55215.00,15.80,14.30,17.30
37,53,NC,Currituck County,2542.00,1959.00,3125.00,8.60,6.60,10.60
37,55,NC,Dare County,3274.00,2499.00,4049.00,8.70,6.60,10.80
37,57,NC,Davidson County,22945.00,19580.00,26310.00,13.60,11.60,15.60
37,59,NC,Davie County,4192.00,3231.00,5153.00,9.70,7.50,11.90
37,61,NC,Duplin County,9204.00,7603.00,10805.00,19.10,15.80,22.40
37,63,NC,Durham County,41987.00,36760.00,47214.00,13.40,11.70,15.10
37,65,NC,Edgecombe County,10671.00,8632.00,12710.00,22.40,18.10,26.70
37,67,NC,Forsyth County,53575.00,47748.00,59402.00,14.30,12.70,15.90
37,69,NC,Franklin County,8760.00,7135.00,10385.00,12.50,10.20,14.80
37,71,NC,Gaston County,33888.00,29535.00,38241.00,14.90,13.00,16.80
37,73,NC,Gates County,1389.00,1046.00,1732.00,13.50,10.20,16.80
37,75,NC,Graham County,1361.00,1027.00,1695.00,17.10,12.90,21.30
37,77,NC,Granville County,8231.00,6932.00,9530.00,14.00,11.80,16.20
37,79,NC,Greene County,4217.00,3395.00,5039.00,23.30,18.80,27.80
37,81,NC,Guilford County,70898.00,62400.00,79396.00,13.50,11.90,15.10
37,83,NC,Halifax County,12848.00,11039.00,14657.00,27.30,23.50,31.10
37,85,NC,Harnett County,17603.00,15047.00,20159.00,13.30,11.40,15.20
37,87,NC,Haywood County,8521.00,7106.00,9936.00,13.70,11.40,16.00
37,89,NC,Henderson County,13838.00,11864.00,15812.00,12.00,10.30,13.70
37,91,NC,Hertford County,4694.00,3865.00,5523.00,24.50,20.20,28.80
37,93,NC,Hoke County,8120.00,6762.00,9478.00,15.50,12.90,18.10
37,95,NC,Hyde County,849.00,650.00,1048.00,21.00,16.10,25.90
37,97,NC,Iredell County,18028.00,15195.00,20861.00,9.50,8.00,11.00
