State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,,,,,,,,,,,,,,,,,,
31,125,NE,Nance County,348,268,428,10.5,8.1,12.9,,,,,,,,,,,,,,,,,,
31,127,NE,Nemaha County,754,573,935,11.5,8.8,14.2,,,,,,,,,,,,,,,,,,
31,129,NE,Nuckolls County,398,297,499,9.9,7.4,12.4,,,,,,,,,,,,,,,,,,
31,131,NE,Otoe County,"1,458","1,144","1,772",9.3,7.3,11.3,,,,,,,,,,,,,,,,,,
31,133,NE,Pawnee County,312,238,386,12.4,9.5,15.3,,,,,,,,,,,,,,,,,,
31,135,NE,Perkins County,264,197,331,9.4,7,11.8,,,,,,,,,,,,,,,,,,
31,137,NE,Phelps County,768,580,956,8.8,6.6,11,,,,,,,,,,,,,,,,,,
31,139,NE,Pierce County,726,573,879,10.1,8,12.2,,,,,,,,,,,,,,,,,,
31,141,NE,Platte County,"2,619","2,005","3,233",7.8,6,9.6,,,,,,,,,,,,,,,,,,
31,143,NE,Polk County,338,250,426,6.6,4.9,8.3,,,,,,,,,,,,,,,,,,
31,145,NE,Red Willow County,"1,120",861,"1,379",10.9,8.4,13.4,,,,,,,,,,,,,,,,,,
31,147,NE,Richardson County,866,650,"1,082",11.4,8.6,14.2,,,,,,,,,,,,,,,,,,
31,149,NE,Rock County,175,133,217,14,10.7,17.3,,,,,,,,,,,,,,,,,,
31,151,NE,Saline County,"1,343","1,053","1,633",10.1,7.9,12.3,,,,,,,,,,,,,,,,,,
31,153,NE,Sarpy County,"10,533","8,678","12,388",5.5,4.5,6.5,,,,,,,,,,,,,,,,,,
31,155,NE,Saunders County,"1,626","1,276","1,976",7.3,5.7,8.9,,,,,,,,,,,,,,,,,,
31,157,NE,Scotts Bluff County,"4,773","3,756","5,790",13.6,10.7,16.5,,,,,,,,,,,,,,,,,,
31,159,NE,Seward County,"1,281","1,028","1,534",7.8,6.3,9.3,,,,,,,,,,,,,,,,,,
31,161,NE,Sheridan County,664,496,832,13.3,9.9,16.7,,,,,,,,,,,,,,,,,,
31,163,NE,Sherman County,323,243,403,11.1,8.4,13.8,,,,,,,,,,,,,,,,,,
31,165,NE,Sioux County,177,134,220,15.5,11.8,19.2,,,,,,,,,,,,,,,,,,
31,167,NE,Stanton County,412,311,513,7.1,5.4,8.8,,,,,,,,,,,,,,,,,,
31,169,NE,Thayer County,431,317,545,8.9,6.6,11.2,,,,,,,,,,,,,,,,,,
31,171,NE,Thomas County,79,59,99,11.8,8.8,14.8,,,,,,,,,,,,,,,,,,
31,173,NE,Thurston County,"1,247",943,"1,551",19,14.4,23.6,,,,,,,,,,,,,,,,,,
31,175,NE,Valley County,462,346,578,11.4,8.5,14.3,,,,,,,,,,,,,,,,,,
31,177,NE,Washington County,"1,303","1,008","1,598",6.3,4.9,7.7,,,,,,,,,,,,,,,,,,
31,179,NE,Wayne County,"1,081",847,"1,315",12.5,9.8,15.2,,,,,,,,,,,,,,,,,,
31,181,NE,Webster County,376,286,466,11.4,8.7,14.1,,,,,,,,,,,,,,,,,,
31,183,NE,Wheeler County,89,66,112,11.2,8.3,14.1,,,,,,,,,,,,,,,,,,
31,185,NE,York County,"1,143",847,"1,439",8.5,6.3,10.7,,,,,,,,,,,,,,,,,,
32,0,NV,Nevada,"433,095","420,882","445,308",14,13.6,14.4,,,,,,,,,,,,,,,,,,
32,1,NV,Churchill County,"2,636","2,041","3,231",10.4,8.1,12.7,,,,,,,,,,,,,,,,,,
32,3,NV,Clark County,"341,367","328,518","354,216",15.1,14.5,15.7,,,,,,,,,,,,,,,,,,
32,5,NV,Douglas County,"3,991","3,206","4,776",8,6.4,9.6,,,,,,,,,,,,,,,,,,
32,7,NV,Elko County,"5,156","4,142","6,170",9.7,7.8,11.6,,,,,,,,,,,,,,,,,,
32,9,NV,Esmeralda County,108,81,135,14.5,10.9,18.1,,,,,,,,,,,,,,,,,,
32,11,NV,Eureka County,190,143,237,10,7.5,12.5,,,,,,,,,,,,,,,,,,
32,13,NV,Humboldt County,"1,856","1,443","2,269",10.6,8.2,13,,,,,,,,,,,,,,,,,,
32,15,NV,Lander County,636,482,790,11,8.3,13.7,,,,,,,,,,,,,,,,,,
32,17,NV,Lincoln County,604,459,749,13.9,10.6,17.2,,,,,,,,,,,,,,,,,,
32,19,NV,Lyon County,"5,682","4,496","6,868",9.4,7.4,11.4,,,,,,,,,,,,,,,,,,
32,21,NV,Mineral County,791,618,964,17.5,13.7,21.3,,,,,,,,,,,,,,,,,,
32,23,NV,Nye County,"7,809","6,329","9,289",14.9,12.1,17.7,,,,,,,,,,,,,,,,,,
32,27,NV,Pershing County,919,690,"1,148",18.3,13.7,22.9,,,,,,,,,,,,,,,,,,
32,29,NV,Storey County,290,221,359,7,5.3,8.7,,,,,,,,,,,,,,,,,,
32,31,NV,Washoe County,"53,423","47,840","59,006",11,9.9,12.1,,,,,,,,,,,,,,,,,,
32,33,NV,White Pine County,"1,042",787,"1,297",12.8,9.7,15.9,,,,,,,,,,,,,,,,,,
32,510,NV,Carson City,"6,597","5,237","7,957",11.8,9.4,14.2,,,,,,,,,,,,,,,,,,
33,0,NH,New Hampshire,"99,562","94,623","104,501",7.4,7,7.8,,,,,,,,,,,,,,,,,,
33,1,NH,Belknap County,"4,840","3,771","5,909",7.6,5.9,9.3,,,,,,,,,,,,,,,,,,
33,3,NH,Carroll County,"4,039","3,077","5,001",7.9,6,9.8,,,,,,,,,,,,,,,,,,
33,5,NH,Cheshire County,"7,283","5,952","8,614",9.9,8.1,11.7,,,,,,,,,,,,,,,,,,
33,7,NH,Coos County,"3,650","2,795","4,505",12.5,9.6,15.4,,,,,,,,,,,,,,,,,,
33,9,NH,Grafton County,"7,288","5,894","8,682",8.6,7,10.2,,,,,,,,,,,,,,,,,,
33,11,NH,Hillsborough County,"30,217","26,538","33,896",7.3,6.4,8.2,,,,,,,,,,,,,,,,,,
33,13,NH,Merrimack County,"12,908","10,951","14,865",8.7,7.4,10,,,,,,,,,,,,,,,,,,
33,15,NH,Rockingham County,"14,449","11,914","16,984",4.6,3.8,5.4,,,,,,,,,,,,,,,,,,
33,17,NH,Strafford County,"10,959","8,974","12,944",8.9,7.3,10.5,,,,,,,,,,,,,,,,,,
33,19,NH,Sullivan County,"3,930","3,061","4,799",9.1,7.1,11.1,,,,,,,,,,,,,,,,,,
34,0,NJ,New Jersey,"925,852","905,573","946,131",10.2,10,10.4,,,,,,,,,,,,,,,,,,
34,1,NJ,Atlantic County,"40,786","36,877","44,695",15.1,13.6,16.6,,,,,,,,,,,,,,,,,,
34,3,NJ,Bergen County,"70,847","62,191","79,503",7.5,6.6,8.4,,,,,,,,,,,,,,,,,,
34,5,NJ,Burlington County,"34,379","29,993","38,765",7.6,6.6,8.6,,,,,,,,,,,,,,,,,,
34,7,NJ,Camden County,"62,053","54,803","69,303",12,10.6,13.4,,,,,,,,,,,,,,,,,,
34,9,NJ,Cape May County,"8,437","6,492","10,382",9,6.9,11.1,,,,,,,,,,,,,,,,,,
34,11,NJ,Cumberland County,"20,814","16,910","24,718",14.4,11.7,17.1,,,,,,,,,,,,,,,,,,
34,13,NJ,Essex County,"126,387","115,439","137,335",15.1,13.8,16.4,,,,,,,,,,,,,,,,,,
34,15,NJ,Gloucester County,"23,243","20,118","26,368",7.7,6.7,8.7,,,,,,,,,,,,,,,,,,
34,17,NJ,Hudson County,"109,996","100,353","119,639",15.9,14.5,17.3,,,,,,,,,,,,,,,,,,
34,19,NJ,Hunterdon County,"5,115","3,982","6,248",4.1,3.2,5,,,,,,,,,,,,,,,,,,
34,21,NJ,Mercer County,"38,024","32,712","43,336",10.4,8.9,11.9,,,,,,,,,,,,,,,,,,
34,23,NJ,Middlesex County,"67,146","60,095","74,197",8,7.2,8.8,,,,,,,,,,,,,,,,,,
34,25,NJ,Monmouth County,"47,491","41,269","53,713",7.4,6.4,8.4,,,,,,,,,,,,,,,,,,
34,27,NJ,Morris County,"28,395","23,974","32,816",5.6,4.7,6.5,,,,,,,,,,,,,,,,,,
34,29,NJ,Ocean County,"73,139","64,858","81,420",11.4,10.1,12.7,,,,,,,,,,,,,,,,,,
34,31,NJ,Passaic County,"71,951","64,696","79,206",14.1,12.7,15.5,,,,,,,,,,,,,,,,,,
34,33,NJ,Salem County,"7,684","6,389","8,979",12,10,14,,,,,,,,,,,,,,,,,,
34,35,NJ,Somerset County,"18,705","15,390","22,020",5.5,4.5,6.5,,,,,,,,,,,,,,,,,,
34,37,NJ,Sussex County,"8,765","7,189","10,341",6.1,5,7.2,,,,,,,,,,,,,,,,,,
34,39,NJ,Union County,"52,354","45,565","59,143",9.3,8.1,10.5,,,,,,,,,,,,,,,,,,
34,41,NJ,Warren County,"10,140","8,657","11,623",9.3,7.9,10.7,,,,,,,,,,,,,,,,,,
35,0,NM,New Mexico,"367,050","354,401","379,699",17.7,17.1,18.3,,,,,,,,,,,,,,,,,,
35,1,NM,Bernalillo County,"100,775","91,904","109,646",15.2,13.9,16.5,,,,,,,,,,,,,,,,,,
35,3,NM,Catron County,737,545,929,19.8,14.6,25,,,,,,,,,,,,,,,,,,
35,5,NM,Chaves County,"17,372","15,389","19,355",27.6,24.5,30.7,,,,,,,,,,,,,,,,,,
35,6,NM,Cibola County,"6,514","5,010","8,018",26.4,20.3,32.5,,,,,,,,,,,,,,,,,,
35,7,NM,Colfax County,"2,245","1,750","2,740",18.8,14.7,22.9,,,,,,,,,,,,,,,,,,
35,9,NM,Curry County,"8,797","7,055","10,539",18.9,15.2,22.6,,,,,,,,,,,,,,,,,,
35,11,NM,DeBaca County,327,252,402,19.6,15.1,24.1,,,,,,,,,,,,,,,,,,
35,13,NM,Dona Ana County,"41,993","35,865","48,121",19.3,16.5,22.1,,,,,,,,,,,,,,,,,,
35,15,NM,Eddy County,"8,329","6,238","10,420",13.8,10.3,17.3,,,,,,,,,,,,,,,,,,
35,17,NM,Grant County,"5,090","3,872","6,308",18.6,14.1,23.1,,,,,,,,,,,,,,,,,,
35,19,NM,Guadalupe County,999,773,"1,225",25.8,20,31.6,,,,,,,,,,,,,,,,,,
35,21,NM,Harding County,111,84,138,17.4,13.1,21.7,,,,,,,,,,,,,,,,,,
35,23,NM,Hidalgo County,964,728,"1,200",24.1,18.2,30,,,,,,,,,,,,,,,,,,
35,25,NM,Lea County,"13,332","10,974","15,690",18.8,15.5,22.1,,,,,,,,,,,,,,,,,,
35,27,NM,Lincoln County,"3,723","2,947","4,499",18.4,14.6,22.2,,,,,,,,,,,,,,,,,,
35,28,NM,Los Alamos County,719,539,899,3.7,2.8,4.6,,,,,,,,,,,,,,,,,,
35,29,NM,Luna County,"6,882","5,494","8,270",27.6,22,33.2,,,,,,,,,,,,,,,,,,
35,31,NM,McKinley County,"21,535","18,747","24,323",30.3,26.4,34.2,,,,,,,,,,,,,,,,,,
35,33,NM,Mora County,916,689,"1,143",21.9,16.5,27.3,,,,,,,,,,,,,,,,,,
35,35,NM,Otero County,"13,201","10,831","15,571",19.9,16.3,23.5,,,,,,,,,,,,,,,,,,
35,37,NM,Quay County,"1,918","1,474","2,362",22.3,17.1,27.5,,,,,,,,,,,,,,,,,,
35,39,NM,Rio Arriba County,"8,138","6,565","9,711",20.4,16.5,24.3,,,,,,,,,,,,,,,,,,
35,41,NM,Roosevelt County,"3,775","2,999","4,551",21.1,16.8,25.4,,,,,,,,,,,,,,,,,,
35,43,NM,Sandoval County,"14,144","11,176","17,112",9.4,7.4,11.4,,,,,,,,,,,,,,,,,,
35,45,NM,San Juan County,"29,043","25,930","32,156",24.3,21.7,26.9,,,,,,,,,,,,,,,,,,
35,47,NM,San Miguel County,"5,597","4,185","7,009",21.4,16,26.8,,,,,,,,,,,,,,,,,,
35,49,NM,Santa Fe County,"18,790","15,483","22,097",12.3,10.1,14.5,,,,,,,,,,,,,,,,,,
35,51,NM,Sierra County,"3,001","2,395","3,607",26.7,21.3,32.1,,,,,,,,,,,,,,,,,,
35,53,NM,Socorro County,"3,504","2,587","4,421",22.2,16.4,28,,,,,,,,,,,,,,,,,,
35,55,NM,Taos County,"6,387","4,916","7,858",18.6,14.3,22.9,,,,,,,,,,,,,,,,,,
35,57,NM,Torrance County,"3,334","2,555","4,113",22.7,17.4,28,,,,,,,,,,,,,,,,,,
35,59,NM,Union County,670,502,838,19.5,14.6,24.4,,,,,,,,,,,,,,,,,,
35,61,NM,Valencia County,"14,188","11,609","16,767",18.8,15.4,22.2,,,,,,,,,,,,,,,,,,
36,0,NY,New York,"2,703,053","2,668,539","2,737,567",14,13.8,14.2,,,,,,,,,,,,,,,,,,
36,1,NY,Albany County,"35,631","31,033","40,229",11.9,10.4,13.4,,,,,,,,,,,,,,,,,,
36,3,NY,Allegany County,"6,110","4,930","7,290",14.6,11.8,17.4,,,,,,,,,,,,,,,,,,
36,5,NY,Bronx County,"366,448","346,943","385,953",26.4,25,27.8,,,,,,,,,,,,,,,,,,
36,7,NY,Broome County,"26,337","22,025","30,649",14.1,11.8,16.4,,,,,,,,,,,,,,,,,,
36,9,NY,Cattaraugus County,"11,919","10,241","13,597",16.1,13.8,18.4,,,,,,,,,,,,,,,,,,
36,11,NY,Cayuga County,"10,696","9,143","12,249",14.8,12.6,17,,,,,,,,,,,,,,,,,,
36,13,NY,Chautauqua County,"20,925","18,299","23,551",17.2,15,19.4,,,,,,,,,,,,,,,,,,
36,15,NY,Chemung County,"11,843","9,964","13,722",14.9,12.5,17.3,,,,,,,,,,,,,,,,,,
36,17,NY,Chenango County,"6,086","4,841","7,331",13.3,10.6,16,,,,,,,,,,,,,,,,,,
36,19,NY,Clinton County,"11,090","9,261","12,919",15.1,12.6,17.6,,,,,,,,,,,,,,,,,,
36,21,NY,Columbia County,"6,333","5,140","7,526",10.5,8.5,12.5,,,,,,,,,,,,,,,,,,
36,23,NY,Cortland County,"4,710","3,570","5,850",11,8.3,13.7,,,,,,,,,,,,,,,,,,
36,25,NY,Delaware County,"6,757","5,675","7,839",15.9,13.3,18.5,,,,,,,,,,,,,,,,,,
36,27,NY,Dutchess County,"27,106","22,897","31,315",9.7,8.2,11.2,,,,,,,,,,,,,,,,,,
36,29,NY,Erie County,"126,486","116,330","136,642",13.7,12.6,14.8,,,,,,,,,,,,,,,,,,
36,31,NY,Essex County,"4,022","3,183","4,861",11.3,8.9,13.7,,,,,,,,,,,,,,,,,,
36,33,NY,Franklin County,"7,042","5,792","8,292",16.7,13.7,19.7,,,,,,,,,,,,,,,,,,
36,35,NY,Fulton County,"7,078","5,580","8,576",13.6,10.7,16.5,,,,,,,,,,,,,,,,,,
36,37,NY,Genesee County,"5,349","4,342","6,356",9.6,7.8,11.4,,,,,,,,,,,,,,,,,,
36,39,NY,Greene County,"5,354","4,098","6,610",11.7,8.9,14.5,,,,,,,,,,,,,,,,,,
36,41,NY,Hamilton County,491,373,609,9.6,7.3,11.9,,,,,,,,,,,,,,,,,,
36,43,NY,Herkimer County,"7,806","6,279","9,333",13.3,10.7,15.9,,,,,,,,,,,,,,,,,,
36,45,NY,Jefferson County,"13,592","10,970","16,214",12.4,10,14.8,,,,,,,,,,,,,,,,,,
36,47,NY,Kings County,"501,895","476,582","527,208",19.2,18.2,20.2,,,,,,,,,,,,,,,,,,
36,49,NY,Lewis County,"3,312","2,616","4,008",12.6,10,15.2,,,,,,,,,,,,,,,,,,
36,51,NY,Livingston County,"6,734","5,526","7,942",12,9.8,14.2,,,,,,,,,,,,,,,,,,
36,53,NY,Madison County,"6,594","5,345","7,843",10.4,8.4,12.4,,,,,,,,,,,,,,,,,,
36,55,NY,Monroe County,"96,950","89,278","104,622",13.3,12.3,14.3,,,,,,,,,,,,,,,,,,
36,57,NY,Montgomery County,"7,313","6,101","8,525",15,12.5,17.5,,,,,,,,,,,,,,,,,,
36,59,NY,Nassau County,"83,489","72,582","94,396",6.1,5.3,6.9,,,,,,,,,,,,,,,,,,
36,61,NY,New York County,"264,938","247,058","282,818",17.4,16.2,18.6,,,,,,,,,,,,,,,,,,
36,63,NY,Niagara County,"27,106","23,466","30,746",13,11.3,14.7,,,,,,,,,,,,,,,,,,
36,65,NY,Oneida County,"30,993","27,457","34,529",14.2,12.6,15.8,,,,,,,,,,,,,,,,,,
36,67,NY,Onondaga County,"64,695","58,958","70,432",14.2,12.9,15.5,,,,,,,,,,,,,,,,,,
36,69,NY,Ontario County,"8,524","6,853","10,195",7.8,6.3,9.3,,,,,,,,,,,,,,,,,,
36,71,NY,Orange County,"47,939","41,550","54,328",12.2,10.6,13.8,,,,,,,,,,,,,,,,,,
36,73,NY,Orleans County,"6,113","5,174","7,052",16.1,13.6,18.6,,,,,,,,,,,,,,,,,,
36,75,NY,Oswego County,"17,710","15,287","20,133",15.7,13.6,17.8,,,,,,,,,,,,,,,,,,
36,77,NY,Otsego County,"7,367","5,860","8,874",13.8,11,16.6,,,,,,,,,,,,,,,,,,
36,79,NY,Putnam County,"6,398","5,236","7,560",6.6,5.4,7.8,,,,,,,,,,,,,,,,,,
36,81,NY,Queens County,"312,866","291,769","333,963",13.6,12.7,14.5,,,,,,,,,,,,,,,,,,
36,83,NY,Rensselaer County,"19,087","16,778","21,396",12.3,10.8,13.8,,,,,,,,,,,,,,,,,,
36,85,NY,Richmond County,"57,909","50,324","65,494",11.9,10.3,13.5,,,,,,,,,,,,,,,,,,
36,87,NY,Rockland County,"50,989","45,295","56,683",15.2,13.5,16.9,,,,,,,,,,,,,,,,,,
36,89,NY,St. Lawrence County,"14,680","12,027","17,333",15,12.3,17.7,,,,,,,,,,,,,,,,,,
36,91,NY,Saratoga County,"18,123","15,561","20,685",7.7,6.6,8.8,,,,,,,,,,,,,,,,,,
36,93,NY,Schenectady County,"19,944","16,731","23,157",12.9,10.8,15,,,,,,,,,,,,,,,,,,
36,95,NY,Schoharie County,"3,700","2,993","4,407",12.9,10.4,15.4,,,,,,,,,,,,,,,,,,
36,97,NY,Schuyler County,"2,394","1,932","2,856",13.6,11,16.2,,,,,,,,,,,,,,,,,,
36,99,NY,Seneca County,"4,194","3,332","5,056",13.4,10.6,16.2,,,,,,,,,,,,,,,,,,
36,101,NY,Steuben County,"12,570","10,616","14,524",13.7,11.6,15.8,,,,,,,,,,,,,,,,,,
36,103,NY,Suffolk County,"95,569","84,270","106,868",6.4,5.6,7.2,,,,,,,,,,,,,,,,,,
36,105,NY,Sullivan County,"13,224","10,834","15,614",17.1,14,20.2,,,,,,,,,,,,,,,,,,
36,107,NY,Tioga County,"5,569","4,621","6,517",11.7,9.7,13.7,,,,,,,,,,,,,,,,,,
36,109,NY,Tompkins County,"14,936","12,778","17,094",16.2,13.9,18.5,,,,,,,,,,,,,,,,,,
36,111,NY,Ulster County,"19,822","16,578","23,066",11.3,9.5,13.1,,,,,,,,,,,,,,,,,,
36,113,NY,Warren County,"6,601","5,266","7,936",10.2,8.1,12.3,,,,,,,,,,,,,,,,,,
36,115,NY,Washington County,"7,120","5,757","8,483",12.3,9.9,14.7,,,,,,,,,,,,,,,,,,
36,117,NY,Wayne County,"8,981","7,337","10,625",10,8.2,11.8,,,,,,,,,,,,,,,,,,
36,119,NY,Westchester County,"91,529","81,011","102,047",9.4,8.3,10.5,,,,,,,,,,,,,,,,,,
36,121,NY,Wyoming County,"3,483","2,674","4,292",9.4,7.2,11.6,,,,,,,,,,,,,,,,,,
36,123,NY,Yates County,"2,482","1,864","3,100",10.6,8,13.2,,,,,,,,,,,,,,,,,,
37,0,NC,North Carolina,"1,383,626","1,357,735","1,409,517",13.5,13.2,13.8,,,,,,,,,,,,,,,,,,
37,1,NC,Alamance County,"20,916","17,123","24,709",12.5,10.2,14.8,,,,,,,,,,,,,,,,,,
37,3,NC,Alexander County,"4,443","3,462","5,424",12.6,9.8,15.4,,,,,,,,,,,,,,,,,,
37,5,NC,Alleghany County,"1,952","1,553","2,351",17.8,14.2,21.4,,,,,,,,,,,,,,,,,,
37,7,NC,Anson County,"4,414","3,494","5,334",21.2,16.8,25.6,,,,,,,,,,,,,,,,,,
37,9,NC,Ashe County,"3,768","2,909","4,627",14.2,11,17.4,,,,,,,,,,,,,,,,,,
37,11,NC,Avery County,"2,630","2,013","3,247",17,13,21,,,,,,,,,,,,,,,,,,
37,13,NC,Beaufort County,"8,863","7,340","10,386",20.1,16.6,23.6,,,,,,,,,,,,,,,,,,
37,15,NC,Bertie County,"3,345","2,526","4,164",20.7,15.6,25.8,,,,,,,,,,,,,,,,,,
37,17,NC,Bladen County,"6,342","5,182","7,502",21.6,17.6,25.6,,,,,,,,,,,,,,,,,,
37,19,NC,Brunswick County,"13,997","11,393","16,601",9.8,8,11.6,,,,,,,,,,,,,,,,,,
37,21,NC,Buncombe County,"30,954","25,939","35,969",11.7,9.8,13.6,,,,,,,,,,,,,,,,,,
37,23,NC,Burke County,"12,185","10,009","14,361",14.3,11.7,16.9,,,,,,,,,,,,,,,,,,
37,25,NC,Cabarrus County,"21,467","17,840","25,094",9.4,7.8,11,,,,,,,,,,,,,,,,,,
37,27,NC,Caldwell County,"11,804","9,694","13,914",14.8,12.1,17.5,,,,,,,,,,,,,,,,,,
37,29,NC,Camden County,868,667,"1,069",8,6.1,9.9,,,,,,,,,,,,,,,,,,
37,31,NC,Carteret County,"7,997","6,468","9,526",11.8,9.5,14.1,,,,,,,,,,,,,,,,,,
37,33,NC,Caswell County,"4,463","3,693","5,233",20.7,17.1,24.3,,,,,,,,,,,,,,,,,,
37,35,NC,Catawba County,"21,477","18,513","24,441",13.5,11.6,15.4,,,,,,,,,,,,,,,,,,
37,37,NC,Chatham County,"9,444","8,316","10,572",12.2,10.7,13.7,,,,,,,,,,,,,,,,,,
37,39,NC,Cherokee County,"4,012","3,018","5,006",13.9,10.5,17.3,,,,,,,,,,,,,,,,,,
37,41,NC,Chowan County,"2,376","1,843","2,909",17.6,13.7,21.5,,,,,,,,,,,,,,,,,,
37,43,NC,Clay County,"1,548","1,196","1,900",13.8,10.7,16.9,,,,,,,,,,,,,,,,,,
37,45,NC,Cleveland County,"17,757","15,321","20,193",18,15.5,20.5,,,,,,,,,,,,,,,,,,
37,47,NC,Columbus County,"11,160","9,221","13,099",23.4,19.3,27.5,,,,,,,,,,,,,,,,,,
37,49,NC,Craven County,"12,150","9,740","14,560",12.6,10.1,15.1,,,,,,,,,,,,,,,,,,
37,51,NC,Cumberland County,"50,499","45,783","55,215",15.8,14.3,17.3,,,,,,,,,,,,,,,,,,
37,53,NC,Currituck County,"2,542","1,959","3,125",8.6,6.6,10.6,,,,,,,,,,,,,,,,,,
37,55,NC,Dare County,"3,274","2,499","4,049",8.7,6.6,10.8,,,,,,,,,,,,,,,,,,
37,57,NC,Davidson County,"22,945","19,580","26,310",13.6,11.6,15.6,,,,,,,,,,,,,,,,,,
37,59,NC,Davie County,"4,192","3,231","5,153",9.7,7.5,11.9,,,,,,,,,,,,,,,,,,
37,61,NC,Duplin County,"9,204","7,603","10,805",19.1,15.8,22.4,,,,,,,,,,,,,,,,,,
37,63,NC,Durham County,"41,987","36,760","47,214",13.4,11.7,15.1,,,,,,,,,,,,,,,,,,
37,65,NC,Edgecombe County,"10,671","8,632","12,710",22.4,18.1,26.7,,,,,,,,,,,,,,,,,,
37,67,NC,Forsyth County,"53,575","47,748","59,402",14.3,12.7,15.9,,,,,,,,,,,,,,,,,,
37,69,NC,Franklin County,"8,760","7,135","10,385",12.5,10.2,14.8,,,,,,,,,,,,,,,,,,
37,71,NC,Gaston County,"33,888","29,535","38,241",14.9,13,16.8,,,,,,,,,,,,,,,,,,
37,73,NC,Gates County,"1,389","1,046","1,732",13.5,10.2,16.8,,,,,,,,,,,,,,,,,,
37,75,NC,Graham County,"1,361","1,027","1,695",17.1,12.9,21.3,,,,,,,,,,,,,,,,,,
37,77,NC,Granville County,"8,231","6,932","9,530",14,11.8,16.2,,,,,,,,,,,,,,,,,,
37,79,NC,Greene County,"4,217","3,395","5,039",23.3,18.8,27.8,,,,,,,,,,,,,,,,,,
37,81,NC,Guilford County,"70,898","62,400","79,396",13.5,11.9,15.1,,,,,,,,,,,,,,,,,,
37,83,NC,Halifax County,"12,848","11,039","14,657",27.3,23.5,31.1,,,,,,,,,,,,,,,,,,
37,85,NC,Harnett County,"17,603","15,047","20,159",13.3,11.4,15.2,,,,,,,,,,,,,,,,,,
37,87,NC,Haywood County,"8,521","7,106","9,936",13.7,11.4,16,,,,,,,,,,,,,,,,,,
37,89,NC,Henderson County,"13,838","11,864","15,812",12,10.3,13.7,,,,,,,,,,,,,,,,,,
37,91,NC,Hertford County,"4,694","3,865","5,523",24.5,20.2,28.8,,,,,,,,,,,,,,,,,,
37,93,NC,Hoke County,"8,120","6,762","9,478",15.5,12.9,18.1,,,,,,,,,,,,,,,,,,
37,95,NC,Hyde County,849,650,"1,048",21,16.1,25.9,,,,,,,,,,,,,,,,,,
37,97,NC,Iredell County,"18,028","15,195","20,861",9.5,8,11,,,,,,,,,,,,,,,,,,
37,99,NC,Jackson County,"7,364","6,128","8,600",18.7,15.6,21.8,,,,,,,,,,,,,,,,,,
37,101,NC,Johnston County,"26,562","22,193","30,931",11.8,9.9,13.7,,,,,,,,,,,,,,,,,,
37,103,NC,Jones County,"1,616","1,275","1,957",17.6,13.9,21.3,,,,,,,,,,,,,,,,,,
37,105,NC,Lee County,"9,533","7,891","11,175",15.1,12.5,17.7,,,,,,,,,,,,,,,,,,
37,107,NC,Lenoir County,"11,414","9,502","13,326",21.1,17.6,24.6,,,,,,,,,,,,,,,,,,
37,109,NC,Lincoln County,"7,830","6,056","9,604",8.8,6.8,10.8,,,,,,,,,,,,,,,,,,
37,111,NC,McDowell County,"6,323","4,968","7,678",14.5,11.4,17.6,,,,,,,,,,,,,,,,,,
37,113,NC,Macon County,"5,289","4,228","6,350",14.2,11.4,17,,,,,,,,,,,,,,,,,,
37,115,NC,Madison County,"3,162","2,458","3,866",15.3,11.9,18.7,,,,,,,,,,,,,,,,,,
37,117,NC,Martin County,"4,336","3,371","5,301",20.1,15.6,24.6,,,,,,,,,,,,,,,,,,
37,119,NC,Mecklenburg County,"113,013","102,810","123,216",10.2,9.3,11.1,,,,,,,,,,,,,,,,,,
37,121,NC,Mitchell County,"2,223","1,714","2,732",15,11.6,18.4,,,,,,,,,,,,,,,,,,
37,123,NC,Montgomery County,"4,407","3,511","5,303",17.6,14,21.2,,,,,,,,,,,,,,,,,,
37,125,NC,Moore County,"9,369","7,404","11,334",9.2,7.3,11.1,,,,,,,,,,,,,,,,,,
37,127,NC,Nash County,"13,770","10,922","16,618",14.8,11.7,17.9,,,,,,,,,,,,,,,,,,
37,129,NC,New Hanover County,"26,307","22,484","30,130",11.9,10.2,13.6,,,,,,,,,,,,,,,,,,
37,131,NC,Northampton County,"3,962","3,154","4,770",23.6,18.8,28.4,,,,,,,,,,,,,,,,,,
37,133,NC,Onslow County,"25,172","20,810","29,534",13.9,11.5,16.3,,,,,,,,,,,,,,,,,,
37,135,NC,Orange County,"16,964","14,469","19,459",12.2,10.4,14,,,,,,,,,,,,,,,,,,
37,137,NC,Pamlico County,"1,794","1,407","2,181",15.3,12,18.6,,,,,,,,,,,,,,,,,,
37,139,NC,Pasquotank County,"5,990","4,735","7,245",15.4,12.2,18.6,,,,,,,,,,,,,,,,,,
37,141,NC,Pender County,"6,668","5,223","8,113",10.8,8.5,13.1,,,,,,,,,,,,,,,,,,
37,143,NC,Perquimans County,"2,032","1,584","2,480",15.5,12.1,18.9,,,,,,,,,,,,,,,,,,
37,145,NC,Person County,"6,772","5,782","7,762",17.5,14.9,20.1,,,,,,,,,,,,,,,,,,
